     589 WR     0x060D4 = 0x00000002
     590 ORACLE 0x060E4 = 0x00023100
     591 WR     0x060E4 = 0x00013100
     592 ORACLE 0x060E4 = 0x00013100
     593 WR     0x060E4 = 0x00013100
     594 ORACLE 0x060E4 = 0x00013100
     595 WR     0x060E4 = 0x00023100
     596 WR     0x060E8 = 0x80008000
     597 WR     0x060E8 = 0x8001D600
     598 WR     0x060E8 = 0x80022000
     599 WR     0x060E8 = 0x80030000
     600 ORACLE 0x060D0 = 0x00000008
     601 WR     0x060D0 = 0x00000009
     602 POLL   0x060D8 = 0x00000010
     609 ORACLE 0x060D4 = 0x00000000
     610 WR     0x060D4 = 0x00000002
     611 ORACLE 0x060D4 = 0x00000000
     612 WR     0x060D4 = 0x00000002
     613 ORACLE 0x060D0 = 0x00000008
     614 WR     0x060D0 = 0x00000002
     615 ORACLE 0x060D0 = 0x00000002
     616 WR     0x060D0 = 0x00000000
     617 ORACLE 0x060EC = 0x00002829
     618 WR     0x060EC = 0x00000000
     619 ORACLE 0x00174 = 0x00003050
     620 ORACLE 0x060D0 = 0x00000000
     621 WR     0x060D0 = 0x00000008
     622 ORACLE 0x0641C = 0x007F0000
     623 WR     0x0641C = 0x007F0000
     624 WR     0x00000 = 0x000065D0
     625 ORACLE 0x00004 = 0x00000000
     626 WR     0x00004 = 0x00000000
     627 ORACLE 0x00004 = 0x00000000
     628 WR     0x00004 = 0x00000000
     629 ORACLE 0x060EC = 0x00000000
     630 WR     0x060EC = 0x00002829
     631 ORACLE 0x060DC = 0x010E0002
     632 WR     0x060DC = 0x010E0002
     633 ORACLE 0x060DC = 0x010E0002
     634 WR     0x060DC = 0x010E0002
     635 WR     0x060E0 = 0x30000000
     636 ORACLE 0x060D4 = 0x00000000
     637 WR     0x060D4 = 0x00000002
     638 ORACLE 0x060E4 = 0x00023100
     639 WR     0x060E4 = 0x00013100
     640 ORACLE 0x060E4 = 0x00013100
     641 WR     0x060E4 = 0x00013100
     642 ORACLE 0x060E4 = 0x00013100
     643 WR     0x060E4 = 0x00023100
     644 WR     0x060E8 = 0x80008000
     645 WR     0x060E8 = 0x8001D700
     646 WR     0x060E8 = 0x80020E00
     647 WR     0x060E8 = 0x80030000
     648 ORACLE 0x060D0 = 0x00000008
     649 WR     0x060D0 = 0x00000009
     650 POLL   0x060D8 = 0x00000010
     657 ORACLE 0x060D4 = 0x00000000
     658 WR     0x060D4 = 0x00000002
     659 ORACLE 0x060D4 = 0x00000000
     660 WR     0x060D4 = 0x00000002
     661 ORACLE 0x060D0 = 0x00000008
     662 WR     0x060D0 = 0x00000002
     663 ORACLE 0x060D0 = 0x00000002
     664 WR     0x060D0 = 0x00000000
     665 ORACLE 0x060EC = 0x00002829
     666 WR     0x060EC = 0x00000000
     667 ORACLE 0x060D0 = 0x00000000
     668 WR     0x060D0 = 0x00000008
     669 ORACLE 0x0641C = 0x007F0000
     670 WR     0x0641C = 0x007F0000
     671 WR     0x00000 = 0x000065D0
     672 ORACLE 0x00004 = 0x00000000
     673 WR     0x00004 = 0x00000000
     674 ORACLE 0x00004 = 0x00000000
     675 WR     0x00004 = 0x00000000
     676 ORACLE 0x060EC = 0x00000000
     677 WR     0x060EC = 0x00002829
     678 ORACLE 0x060DC = 0x010E0002
     679 WR     0x060DC = 0x010E0002
     680 ORACLE 0x060DC = 0x010E0002
     681 WR     0x060DC = 0x010E0002
     682 WR     0x060E0 = 0x30000000
     683 ORACLE 0x060D4 = 0x00000000
     684 WR     0x060D4 = 0x00000002
     685 ORACLE 0x060E4 = 0x00023100
     686 WR     0x060E4 = 0x00013100
     687 ORACLE 0x060E4 = 0x00013100
     688 WR     0x060E4 = 0x00013100
     689 ORACLE 0x060E4 = 0x00013100
     690 WR     0x060E4 = 0x00023100
     691 WR     0x060E8 = 0x80008000
     692 WR     0x060E8 = 0x8001D300
     693 WR     0x060E8 = 0x80024000
     694 WR     0x060E8 = 0x80030000
     695 ORACLE 0x060D0 = 0x00000008
     696 WR     0x060D0 = 0x00000009
