Analyzer3.ClearDataFlow calls XArray.XClear
  [MEM] Function 'XList.XAppend' defined but never called
  [MEM] Function 'XList.XPrepend' defined but never called
  [MEM] Function 'XList.XPopFront' defined but never called
  [MEM] Function 'XList.XPopBack' defined but never called
  [MEM] Function 'XList.XSize' defined but never called
  [MEM] Function 'XList.XDestroy' defined but never called
  [MEM] Function 'XList.XDestroyDeep' defined but never called
  [MEM] Function 'XUtil.XBinarySearch' defined but never called
  [MEM] Function 'XUtil.XFindMax' defined but never called
  [MEM] Function 'XUtil.XFindMin' defined but never called
  [MEM] Function 'XUtil.XReverse' defined but never called
  [MEM] Function 'XStream.XDestroy' defined but never called
  [MEM] Function 'Arena_FreeAll' defined but never called
  [MEM] Function 'Arena_ArrayResize' defined but never called
  [MEM] Function 'Arena_Reset' defined but never called
  [MEM] Function 'Arena_Report' defined but never called
  [MEM] Function 'Lex_Free' defined but never called
  [MEM] Function 'Lex_AddTokenSimple' defined but never called
  [MEM] Function 'Lex_Warning' defined but never called
  [MEM] Function 'Lex_GetTokenCount' defined but never called
  [MEM] Function 'Lex_DumpTokens' defined but never called
  [MEM] Function 'Lex_AtNumberStart' defined but never called
  [MEM] Function 'Lex_CheckTildeSuffix' defined but never called
  [MEM] Function 'Lex_AtIdentifierStart' defined but never called
  [MEM] Function 'Parse_CurrentType' defined but never called
  [MEM] Function 'Parse_CurrentValue' defined but never called
  [MEM] Function 'Parse_CurrentLine' defined but never called
  [MEM] Function 'Parse_CurrentCol' defined but never called
  [MEM] Function 'Parse_PeekValue' defined but never called
  [MEM] Function 'Parse_PeekLine' defined but never called
  [MEM] Function 'Parse_Check' defined but never called
  [MEM] Function 'Parse_Match' defined but never called
  [MEM] Function 'Parse_ConsumeValue' defined but never called
  [MEM] Function 'Parse_SkipWhitespace' defined but never called
  [MEM] Function 'Parse_ErrorAt' defined but never called
  [MEM] Function 'Parse_AtEnd' defined but never called
  [MEM] Function 'Parse_AtStatementEnd' defined but never called
  [MEM] Function 'Parse_TokenTypeName' defined but never called
  [MEM] Function 'AST_CreateAt' defined but never called
  [MEM] Function 'AST_GetData3' defined but never called
  [MEM] Function 'AST_GetData4' defined but never called
  [MEM] Function 'AST_SetType' defined but never called
  [MEM] Function 'AST_SetLine' defined but never called
  [MEM] Function 'AST_SetCol' defined but never called
  [MEM] Function 'AST_SetData4' defined but never called
  [MEM] Function 'AST_SetChild' defined but never called
  [MEM] Function 'AST_IsType' defined but never called
  [MEM] Function 'AST_IsNull' defined but never called
  [MEM] Function 'AST_Free' defined but never called
  [MEM] Function 'AST_FreeShallow' defined but never called
  [MEM] Function 'AST_MakeLibraryImport' defined but never called
  [MEM] Function 'AST_MakeFunction' defined but never called
  [MEM] Function 'AST_MakeOutput' defined but never called
  [MEM] Function 'AST_MakeBody' defined but never called
  [MEM] Function 'AST_MakeFixedPool' defined but never called
  [MEM] Function 'AST_MakeDynamicPool' defined but never called
  [MEM] Function 'AST_MakePoolMember' defined but never called
  [MEM] Function 'AST_MakeBoolean' defined but never called
  [MEM] Function 'AST_MakeNull' defined but never called
  [MEM] Function 'AST_MakeArrayLiteral' defined but never called
  [MEM] Function 'AST_MakeBinaryOp' defined but never called
  [MEM] Function 'AST_MakeUnaryOp' defined but never called
  [MEM] Function 'AST_MakeCallSimple' defined but never called
  [MEM] Function 'AST_AddCallArg' defined but never called
  [MEM] Function 'AST_MakeIndexAccess' defined but never called
  [MEM] Function 'AST_MakeExitLoop' defined but never called
  [MEM] Function 'AST_MakeContinueLoop' defined but never called
  [MEM] Function 'AST_MakeForEvery' defined but never called
  [MEM] Function 'AST_MakeSwitch' defined but never called
  [MEM] Function 'AST_MakeCase' defined but never called
  [MEM] Function 'AST_MakeDefault' defined but never called
  [MEM] Function 'AST_MakeTry' defined but never called
  [MEM] Function 'AST_MakeCatch' defined but never called
  [MEM] Function 'AST_MakeFinally' defined but never called
  [MEM] Function 'AST_MakePrint' defined but never called
  [MEM] Function 'AST_MakeHalt' defined but never called
  [MEM] Function 'AST_MakeLoopMain' defined but never called
  [MEM] Function 'AST_MakeLoopActor' defined but never called
  [MEM] Function 'AST_MakeType' defined but never called
  [MEM] Function 'AST_MakeCustomType' defined but never called
  [MEM] Function 'Parse' defined but never called
  [MEM] Function 'Parse_WithOptions' defined but never called
  [MEM] Function 'Parse_SingleExpression' defined but never called
  [MEM] Function 'Parse_SingleStatement' defined but never called
  [MEM] Function 'Parse_Synchronize' defined but never called
  [MEM] Function 'Parse_Validate' defined but never called
  [MEM] Function 'Parse_Cleanup' defined but never called
  [MEM] Function 'Parse_PrintStats' defined but never called
  [MEM] Function 'AST_Validate' defined but never called
  [MEM] Function 'AST_PrintStats' defined but never called
  [MEM] Function 'Parse_NamedArgument' defined but never called
  [MEM] Function 'Parse_IsBuiltinFunc' defined but never called
  [MEM] Function 'Parse_StatementList' defined but never called
  [MEM] Function 'Parse_IdentifierDeclaration' defined but never called
  [MEM] Function 'Import_HasImport' defined but never called
  [MEM] Function 'FileMap_Dump' defined but never called
  [MEM] Function 'FileMap_Free' defined but never called
  [MEM] Function 'Analyzer.LoadFile' defined but never called
  [MEM] Function 'Analyzer.PipelineCleanup' defined but never called
  [MEM] Function 'Analyzer.AddError' defined but never called
  [MEM] Function 'Analyzer.CountParams' defined but never called
  [MEM] Function 'Analyzer.Report' defined but never called
  [MEM] Function 'Analyzer.Cleanup' defined but never called
  [MEM] Function 'Analyzer.Enable' defined but never called
  [MEM] Function 'Analyzer.Disable' defined but never called
  [MEM] Function 'Analyzer.SetVerbose' defined but never called
  [MEM] Function 'Analyzer.IsEnabled' defined but never called
  [MEM] Function 'DiagStore.Init' defined but never called
  [MEM] Function 'DiagStore.SetFile' defined but never called
  [MEM] Function 'DiagStore.Clear' defined but never called
  [MEM] Function 'DiagStore.Cleanup' defined but never called
  [MEM] Function 'DiagStore.Add' defined but never called
  [MEM] Function 'DiagStore.Count' defined but never called
  [MEM] Function 'DiagStore.Get' defined but never called
  [MEM] Function 'DiagStore.ToJSON' defined but never called
  [MEM] Function 'DiagStore.PrintConsole' defined but never called
  [MEM] Function 'DiagStore.SeverityName' defined but never called
  [MEM] Function 'JSON.TagValue' defined but never called
  [MEM] Function 'JSON.NewArray' defined but never called
  [MEM] Function 'JSON.SetBool' defined but never called
  [MEM] Function 'JSON.SetNull' defined but never called
  [MEM] Function 'JSON.SetObject' defined but never called
  [MEM] Function 'JSON.SetArray' defined but never called
  [MEM] Function 'JSON.PushString' defined but never called
  [MEM] Function 'JSON.PushNumber' defined but never called
  [MEM] Function 'JSON.PushBool' defined but never called
  [MEM] Function 'JSON.PushNull' defined but never called
  [MEM] Function 'JSON.PushObject' defined but never called
  [MEM] Function 'JSON.PushArray' defined but never called
  [MEM] Function 'JSON.GetBool' defined but never called
  [MEM] Function 'JSON.GetObject' defined but never called
  [MEM] Function 'JSON.GetArray' defined but never called
  [MEM] Function 'JSON.GetType' defined but never called
  [MEM] Function 'JSON.BuildObject' defined but never called
  [MEM] Function 'JSON.BuildArray' defined but never called
  [MEM] Function 'JSON.ParseDataField' defined but never called
  [MEM] Function 'StrLen' defined but never called
  [MEM] Function 'StrToNum' defined but never called
  [MEM] Function 'StrFindChar' defined but never called
  [MEM] Function 'StrCompare' defined but never called
  [MEM] Function 'StrStartsWith' defined but never called
  [MEM] Function 'StrSubstring' defined but never called
  [MEM] Function 'StrSplit' defined but never called
  [MEM] Function 'NumToStr' defined but never called
  [MEM] Function 'Analyzer2.FuncHasOutput' defined but never called
  [MEM] Function 'Analyzer2.Cleanup' defined but never called
  [MEM] Function 'Analyzer3.AddError' defined but never called
  [MEM] Function 'Analyzer3.ExtractPoolName' defined but never called
  [MEM] Function 'Analyzer3.IsKnownPoolMember' defined but never called
  [MEM] Function 'Analyzer3.ExtractLoopVar' defined but never called
  [MEM] Function 'Analyzer3.Cleanup' defined but never called
  [CFG] XArrays:1368: Potential null dereference of 'field_or_value' without null check in 'XStream.XDestroy'
  [CFG] Arena:16: Unreachable code after return/break/halt
  [CFG] Compiler.Frontend.Lexer.CLexerCore:285: Potential null dereference of 'result' without null check in 'Lex_BufGetString'
  [CFG] Compiler.Frontend.Lexer.CLexerCore:288: Potential null dereference of 'result' without null check in 'Lex_BufGetString'
  [CFG] Compiler.Frontend.Lexer.CLexerCore:306: Potential null dereference of 'tok' without null check in 'Lex_AddToken'
  [CFG] Compiler.Frontend.Lexer.CLexerCore:307: Potential null dereference of 'tok' without null check in 'Lex_AddToken'
  [CFG] Compiler.Frontend.Lexer.CLexerCore:308: Potential null dereference of 'tok' without null check in 'Lex_AddToken'
  [CFG] Compiler.Frontend.Lexer.CLexerCore:309: Potential null dereference of 'tok' without null check in 'Lex_AddToken'
  [CFG] Compiler.Frontend.Lexer.CLexerCore:310: Potential null dereference of 'tok' without null check in 'Lex_AddToken'
  [CFG] Compiler.Frontend.Lexer.CLexerKeywords:74: Potential null dereference of 'new_entry' without null check in 'Kw_Add'
  [CFG] Compiler.Frontend.Lexer.CLexerKeywords:75: Potential null dereference of 'new_entry' without null check in 'Kw_Add'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:216: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:217: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:218: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:225: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:226: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:227: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:228: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:229: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:230: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:231: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:232: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:239: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:240: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:241: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:242: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:243: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:244: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:245: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:246: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:247: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:254: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:255: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:256: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:257: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:258: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:259: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:260: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:261: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:262: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:263: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:264: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:265: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:266: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:273: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:274: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:275: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:276: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:277: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:278: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:279: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:280: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:281: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:282: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:289: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:290: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:291: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:292: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:299: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:300: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:301: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:308: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:309: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:310: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:311: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:312: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:313: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:314: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:315: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:316: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:317: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:324: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:325: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:326: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:327: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:328: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:329: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:330: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:331: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:332: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:333: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:334: Potential null dereference of 'result' without null check in 'Lex_GetTwoCharOpValue'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:362: Potential null dereference of 'value' without null check in 'Lex_TokenizeSingleCharToken'
  [CFG] Compiler.Frontend.Lexer.CLexerOperators:363: Potential null dereference of 'value' without null check in 'Lex_TokenizeSingleCharToken'
  [CFG] Compiler.Frontend.Lexer.CLexerIdentifiers:160: Potential null dereference of 'new_value' without null check in 'Lex_TokenizeIdentifier'
  [CFG] Compiler.Frontend.Lexer.CLexerIdentifiers:163: Potential null dereference of 'new_value' without null check in 'Lex_TokenizeIdentifier'
  [CFG] Compiler.Frontend.Lexer.CLexerIdentifiers:164: Potential null dereference of 'new_value' without null check in 'Lex_TokenizeIdentifier'
  [CFG] Compiler.Frontend.Parser.CParserCore:23: Unreachable code after return/break/halt
  [CFG] Compiler.Frontend.AST.CASTTypes:17: Unreachable code after return/break/halt
  [CFG] Compiler.Frontend.Parser.CParserDeclarations:929: Unreachable code after return/break/halt
  [CFG] Compiler.Import.CImportResolver:67: Potential null dereference of 'lib_base' without null check in 'Import_Init'
  [CFG] Compiler.Import.CImportResolver:68: Potential null dereference of 'lib_base' without null check in 'Import_Init'
  [CFG] Compiler.Import.CImportResolver:69: Potential null dereference of 'lib_base' without null check in 'Import_Init'
  [CFG] Compiler.Import.CImportResolver:70: Potential null dereference of 'lib_base' without null check in 'Import_Init'
  [CFG] Compiler.Import.CImportResolver:71: Potential null dereference of 'lib_base' without null check in 'Import_Init'
  [CFG] Compiler.Import.CImportResolver:72: Potential null dereference of 'lib_base' without null check in 'Import_Init'
  [CFG] Compiler.Import.CImportResolver:73: Potential null dereference of 'lib_base' without null check in 'Import_Init'
  [CFG] Compiler.Import.CImportResolver:74: Potential null dereference of 'lib_base' without null check in 'Import_Init'
  [CFG] Compiler.Import.CImportResolver:75: Potential null dereference of 'lib_base' without null check in 'Import_Init'
  [CFG] Compiler.Import.CImportResolver:99: Potential null dereference of 'copy' without null check in 'Import_CopyStr'
  [CFG] Compiler.Import.CImportResolver:102: Potential null dereference of 'copy' without null check in 'Import_CopyStr'
  [CFG] Compiler.Import.CImportResolver:154: Potential null dereference of 'prefix' without null check in 'Import_GenPrefix'
  [CFG] Compiler.Import.CImportResolver:155: Potential null dereference of 'prefix' without null check in 'Import_GenPrefix'
  [CFG] Compiler.Import.CImportResolver:163: Potential null dereference of 'prefix' without null check in 'Import_GenPrefix'
  [CFG] Compiler.Import.CImportResolver:166: Potential null dereference of 'prefix' without null check in 'Import_GenPrefix'
  [CFG] Compiler.Import.CImportResolver:171: Potential null dereference of 'prefix' without null check in 'Import_GenPrefix'
  [CFG] Compiler.Import.CImportResolver:408: Potential null dereference of 'result' without null check in 'Import_BuildPrefixed'
  [CFG] Compiler.Import.CImportResolver:413: Potential null dereference of 'result' without null check in 'Import_BuildPrefixed'
  [CFG] Compiler.Import.CImportResolver:419: Potential null dereference of 'result' without null check in 'Import_BuildPrefixed'
  [CFG] Compiler.Import.CImportResolver:424: Potential null dereference of 'result' without null check in 'Import_BuildPrefixed'
  [CFG] Compiler.Import.CImportResolver:650: Potential null dereference of 'empty' without null check in 'Import_ExtractSymbolName'
  [CFG] Compiler.Import.CImportResolver:660: Potential null dereference of 'name' without null check in 'Import_ExtractSymbolName'
  [CFG] Compiler.Import.CImportResolver:663: Potential null dereference of 'name' without null check in 'Import_ExtractSymbolName'
  [CFG] Compiler.Import.CImportResolver:713: Potential null dereference of 'line' without null check in 'Import_CopyLine'
  [CFG] Compiler.Import.CImportResolver:716: Potential null dereference of 'line' without null check in 'Import_CopyLine'
  [CFG] Compiler.Import.CImportResolver:734: Potential null dereference of 'line' without null check in 'Import_JoinLines'
  [CFG] Compiler.Import.CImportResolver:747: Potential null dereference of 'line' without null check in 'Import_JoinLines'
  [CFG] Compiler.Import.CImportResolver:751: Potential null dereference of 'line' without null check in 'Import_JoinLines'
  [CFG] Compiler.Import.CImportResolver:752: Potential null dereference of 'result' without null check in 'Import_JoinLines'
  [CFG] Compiler.Import.CImportResolver:756: Potential null dereference of 'result' without null check in 'Import_JoinLines'
  [CFG] Compiler.Import.CImportResolver:762: Potential null dereference of 'result' without null check in 'Import_JoinLines'
  [CFG] Compiler.Import.CImportResolver:790: Potential null dereference of 'result' without null check in 'Import_MakeHeader'
  [CFG] Compiler.Import.CImportResolver:798: Potential null dereference of 'result' without null check in 'Import_MakeHeader'
  [CFG] Compiler.Import.CImportResolver:806: Potential null dereference of 'result' without null check in 'Import_MakeHeader'
  [CFG] Compiler.Import.CImportResolver:811: Potential null dereference of 'result' without null check in 'Import_MakeHeader'
  [CFG] Compiler.Import.CImportResolver:899: Potential null dereference of 'name' without null check in 'Import_ExtractModuleName'
  [CFG] Compiler.Import.CImportResolver:902: Potential null dereference of 'name' without null check in 'Import_ExtractModuleName'
  [CFG] Compiler.Import.CImportResolver:1036: Potential null dereference of 'result' without null check in 'Import_ExtractLibName'
  [CFG] Compiler.Import.CImportResolver:1039: Potential null dereference of 'result' without null check in 'Import_ExtractLibName'
  [CFG] Compiler.Import.CImportResolver:1090: Potential null dereference of 'result' without null check in 'Import_ExtractLibNameFromModule'
  [CFG] Compiler.Import.CImportResolver:1093: Potential null dereference of 'result' without null check in 'Import_ExtractLibNameFromModule'
  [CFG] Compiler.Import.CImportResolver:1133: Potential null dereference of 'buffer' without null check in 'Import_ReadFile'
  [CFG] Compiler.Import.CImportResolver:1174: Potential null dereference of 'path' without null check in 'Import_BuildPath'
  [CFG] Compiler.Import.CImportResolver:1178: Potential null dereference of 'path' without null check in 'Import_BuildPath'
  [CFG] Compiler.Import.CImportResolver:1185: Potential null dereference of 'path' without null check in 'Import_BuildPath'
  [CFG] Compiler.Import.CImportResolver:1187: Potential null dereference of 'path' without null check in 'Import_BuildPath'
  [CFG] Compiler.Import.CImportResolver:1194: Potential null dereference of 'path' without null check in 'Import_BuildPath'
  [CFG] Compiler.Import.CImportResolver:1201: Potential null dereference of 'path' without null check in 'Import_BuildPath'
  [CFG] Compiler.Import.CImportResolver:1213: Potential null dereference of 'path' without null check in 'Import_BuildPath'
  [CFG] Compiler.Import.CImportResolver:1221: Potential null dereference of 'path' without null check in 'Import_BuildPath'
  [CFG] Compiler.Import.CImportResolver:1226: Potential null dereference of 'path' without null check in 'Import_BuildPath'
  [CFG] Compiler.Import.CImportResolver:1246: Potential null dereference of 'path' without null check in 'Import_BuildFilePath'
  [CFG] Compiler.Import.CImportResolver:1254: Potential null dereference of 'path' without null check in 'Import_BuildFilePath'
  [CFG] Compiler.Import.CImportResolver:1259: Potential null dereference of 'path' without null check in 'Import_BuildFilePath'
  [CFG] Compiler.Import.CImportResolver:1376: Potential null dereference of 'result' without null check in 'Import_RewriteLine'
  [CFG] Compiler.Import.CImportResolver:1385: Potential null dereference of 'sym' without null check in 'Import_RewriteLine'
  [CFG] Compiler.Import.CImportResolver:1402: Potential null dereference of 'result' without null check in 'Import_RewriteLine'
  [CFG] Compiler.Import.CImportResolver:1417: Potential null dereference of 'result' without null check in 'Import_RewriteLine'
  [CFG] Compiler.Import.CImportResolver:1424: Potential null dereference of 'result' without null check in 'Import_RewriteLine'
  [CFG] Compiler.Import.CFileMap:22: Unreachable code after return/break/halt
  [CFG] DiagnosticStore:12: Unreachable code after return/break/halt
  [CFG] JSON:27: Unreachable code after return/break/halt
  [CFG] JSON:793: Unreachable code after return/break/halt in 'JSON.ParseString'
  [CFG] StringUtils:192: 'XArray.XCreate' expects 1 args, got 0
  [CFG] Analyzer2:20: Unreachable code after return/break/halt
  [CFG] Analyzer3:21: Unreachable code after return/break/halt
  [CFG] Analyzer3:237: Potential null dereference of 'result' without null check in 'Analyzer3.ExtractPoolName'
  [CFG] Analyzer3:240: Potential null dereference of 'result' without null check in 'Analyzer3.ExtractPoolName'
  [CFG] main:31: Unreachable code after return/break/halt
  [CFG] main:109: Potential null dereference of 'buffer' without null check in 'ACli.GetArg'
  [CFG] main:129: Potential null dereference of 'buffer' without null check in 'ACli.GetArg'
  [CFG] main:146: Potential null dereference of 'buffer' without null check in 'ACli.GetArg'
  [CFG] main:147: Potential null dereference of 'arg_str' without null check in 'ACli.GetArg'
  [CFG] main:150: Potential null dereference of 'arg_str' without null check in 'ACli.GetArg'
  [DFA] Compiler.Import.CImportResolver:1284: Potential double deallocation of 'path' in 'Import_LoadModule'
  [DFA] Analyzer:448: StringConcat in loop ('msg') in function 'Analyzer.ExitFunction' - arena memory grows each iteration
  [DFA] Analyzer:450: StringConcat in loop ('msg') in function 'Analyzer.ExitFunction' - arena memory grows each iteration
  [DFA] Analyzer:452: StringConcat in loop ('msg') in function 'Analyzer.ExitFunction' - arena memory grows each iteration
  [DFA] Analyzer:454: StringConcat in loop ('msg') in function 'Analyzer.ExitFunction' - arena memory grows each iteration
  [DFA] Analyzer:456: StringConcat in loop ('msg') in function 'Analyzer.ExitFunction' - arena memory grows each iteration
  [DFA] Analyzer:484: StringConcat in loop ('msg') in function 'Analyzer.ExitFunction' - arena memory grows each iteration
  [DFA] Analyzer:485: StringConcat in loop ('msg') in function 'Analyzer.ExitFunction' - arena memory grows each iteration
  [DFA] Analyzer:487: StringConcat in loop ('msg') in function 'Analyzer.ExitFunction' - arena memory grows each iteration
  [DFA] Analyzer:489: StringConcat in loop ('msg') in function 'Analyzer.ExitFunction' - arena memory grows each iteration
